permit_number,issue_date,project_value,type_of_work,building_contractor,property_use,year,PostalCode
BP-2017-01938,2017-05-17,20000,Addition / Alteration,Carlo Gallo,Office Uses,2017, V6Z 1S4
BP-2017-02111,2017-05-18,35000,Addition / Alteration,Canstar Restorations,Dwelling Uses,2017, V5R 3L8
BP-2017-02189,2017-05-18,45000,Addition / Alteration,reVISION Custom Home Renovations Inc,Dwelling Uses,2017, V5T 1J8
BP-2017-02211,2017-05-18,20000,Addition / Alteration,Factory Edge Construction Ltd,Dwelling Uses,2017, V6G 1P4
BP-2017-02226,2017-05-18,10000,Addition / Alteration,BLACK TUSK FIRE & SECURITY,Office Uses,2017, V6J 4Y6
DB-2016-03687,2017-05-18,160000,New Building,Harsent Construction Group Ltd,Dwelling Uses,2017, V1V 1V1
BP-2016-03380,2017-05-19,15000,Demolition / Deconstruction,JVT Excavating & Demolition Ltd,Dwelling Uses,2017, V5V 4P7
BP-2017-00182,2017-05-19,25000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2017, V1V 1V1
BP-2017-02407,2017-05-23,25000,Addition / Alteration,North Stream Contracting Ltd,Office Uses,2017, V6C 1S4
DB-2016-03419,2017-05-23,35000,Addition / Alteration,G Westover Management Ltd,Dwelling Uses,2017, V6N 1R4
BP-2016-04615,2017-05-24,20000,Demolition / Deconstruction,Mosaic Avenue Construction Ltd,Dwelling Uses,2017, V1V 1V1
BP-2017-02187,2017-05-24,25000,Addition / Alteration,Pro Active Home Repair Inc,Dwelling Uses,2017, V5Z 1S8
BP-2017-02280,2017-05-24,224400,Addition / Alteration,TotalPlan Inc,Office Uses,2017, V6Z 1S4
BP-2017-02281,2017-05-24,228770,Addition / Alteration,TotalPlan Inc,Office Uses,2017, V6C 2V6
BP-2017-02647,2017-05-24,70000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2017, V6E 2K3
DB-2016-01111,2017-05-24,1445350,New Building,Calvin & Collin Construction Ltd,Dwelling Uses,2017, V6N 2P6
DB-2016-02435,2017-05-24,960000,New Building,Eyco Building Group Ltd,Dwelling Uses,2017, V6S 1M9
DB452948,2017-05-24,905500,New Building,Cobbletree Developments Ltd,Dwelling Uses,2017, V6P 4T1
BP-2016-00200,2017-05-25,15000,Demolition / Deconstruction,Gr8 Demolition & Excavation Ltd,Dwelling Uses,2017, V5R 3G9
BP-2016-02087,2017-05-25,540000,New Building,Modern Styles Home Ltd,Dwelling Uses,2017, V5T 2S8
BP-2017-02451,2017-05-25,37500,Addition / Alteration,Brighter Mechanical Ltd,Dwelling Uses,2017, V6K 1H1
DB-2016-00451,2017-05-25,450000,New Building,Harvey Contracting Ltd,Dwelling Uses,2017, V5R 1P2
DB-2017-02275,2017-05-25,30000,Addition / Alteration,Scott Boneham,Dwelling Uses,2017, V6R 1N1
BP-2017-02139,2017-05-29,40000,Addition / Alteration,Solterra Construction Corp,Retail Uses,2017, V5K 2A6
DB-2016-01581,2017-05-29,159950,New Building,Holyside Property Development Ltd,Dwelling Uses,2017, V6P 4P4
DB-2016-02338,2017-05-29,185268,New Building,Vancouver Lower Mainland Construction Ltd,Dwelling Uses,2017, V1V 1V1
DB-2016-03227,2017-05-29,640775,New Building,Mountainview Enterprises Ltd,Dwelling Uses,2017, V5X 3K1
DB-2016-03229,2017-05-29,15000,Demolition / Deconstruction,Kingsmen Excavating Ltd,Dwelling Uses,2017, V5X 3K1
DB-2016-03842,2017-05-29,149750,New Building,M Cheng & Associates Inc,Dwelling Uses,2017, V5W 2M6
BP-2016-04485,2017-05-30,20000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017, V6S 1P8
BP-2017-00779,2017-05-30,203500,Addition / Alteration,Vanmar Constructors 1058 Inc,Institutional Uses,2017, V6A 3V1
BP-2017-02399,2017-05-30,85000,Addition / Alteration,GL Electric Ltd,Dwelling Uses,2017, V5S 1A9
DB-2016-00541,2017-05-30,1448000,New Building,Alcon Construction Co Ltd,Dwelling Uses,2017, V6M 1V9
DB-2016-00597,2017-05-30,15000,Demolition / Deconstruction,JVT EXCAVATING & DEMOLITION LTD,Dwelling Uses,2017, V5R 5N3
DB-2016-03397,2017-05-30,702500,New Building,Clay Construction Inc,Dwelling Uses,2017, V5Y 3N5
DB-2016-03758,2017-05-30,202750,New Building,0820163 BC Ltd,Dwelling Uses,2017, V5K 3G7
BP-2016-03106,2017-05-31,15000,Demolition / Deconstruction,PTL Contracting Ltd,Dwelling Uses,2017, V5Y 2G8
BP-2017-02274,2017-05-31,135000,Addition / Alteration,Yaqeh Y Grenier,Dwelling Uses,2017, V6J 2B8
BP-2017-02385,2017-05-31,15000,Addition / Alteration,The Dom Group Innovative Products and Services Ltd,Service Uses,2017, V6E 0C9
BP-2017-02482,2017-05-31,58000,Addition / Alteration,Aura Office Environments Inc,Office Uses,2017, V6C 1S4
BP-2017-02608,2017-05-31,70000,Addition / Alteration,Fifth Element Construction & Renovations Ltd,Dwelling Uses,2017, V5V 1T8
DB-2016-04410,2017-05-31,690920,New Building,Sodhi Development Ltd,Dwelling Uses,2017, V5M 2Y9
DB-2017-00826,2017-05-31,15000,Demolition / Deconstruction,Gr8 Demolition & Excavation Ltd,Dwelling Uses,2017, V5X 1T8
DB452927,2017-05-31,875500,New Building,New Galaxy Building & Development Ltd,Dwelling Uses,2017, V5K 3J5
BP-2017-02481,2017-06-01,300000,Addition / Alteration,Victorson Construction Group Ltd,Dwelling Uses,2017, V6Z 2W9
DB-2016-00112,2017-06-01,900000,New Building,Lanefab Design Build Ltd,Dwelling Uses,2017, V5W 1E2
DB-2017-02635,2017-06-01,692635,New Building,Biring Bros Construction Ltd,Dwelling Uses,2017, V5R 1E3
BP-2017-02957,2017-06-02,2000,Addition / Alteration,Fina Electrical Systems Ltd,Dwelling Uses,2017, V5T 1N9
BP-2017-01408,2017-06-05,20000,Demolition / Deconstruction,D&G Hazmat Services,Dwelling Uses,2017, V6N 2K2
BP-2017-02353,2017-06-05,225000,Addition / Alteration,Summit Brooke Development Corporation,Office Uses,2017, V6C 1S4
BP-2017-02626,2017-06-05,45000,Addition / Alteration,Altek Construction Ltd,Office Uses,2017, V5Z 1H1
DB-2017-01260,2017-06-05,400000,Addition / Alteration,Wilfried Prevot,Dwelling Uses,2017, V6G 2N9
BP-2016-00955,2017-06-06,15000,Demolition / Deconstruction,JVT Excavating & Demolition Ltd,Dwelling Uses,2017, V5N 4S8
BP-2017-02027,2017-06-06,15500,Addition / Alteration,Mainland Office Environments Ltd,Office Uses,2017, V6C 0B4
BP-2017-02581,2017-06-06,50000,Addition / Alteration,A W Kennedy Construction Inc,Dwelling Uses,2017, V6K 4T4
DB-2016-03790,2017-06-06,500000,New Building,Nelson Chung Chu Woo,Dwelling Uses,2017, V5N 2Y4
DB-2016-03792,2017-06-06,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2017, V5N 2Y4
BP-2016-03191,2017-06-07,375000,Addition / Alteration,Leone Homes Incorporated,Dwelling Uses,2017, V5V 1H1
BP-2017-02625,2017-06-07,85000,Addition / Alteration,TotalPlan Inc,Office Uses,2017, V7Y 1K8
DB-2016-02985,2017-06-07,703187,New Building,Incircle Business Development Inc,Dwelling Uses,2017, V5K 1P5
BP-2017-01485,2017-06-08,100000,Addition / Alteration,Gibraltar Holdings,Office Uses,2017, V6E 3C9
BP-2017-02739,2017-06-08,45000,Addition / Alteration,0820163 BC Ltd,Dwelling Uses,2017, V6E 0A8
DB-2016-00671,2017-06-08,15000,Demolition / Deconstruction,All Right Trucking 99 Ltd,Dwelling Uses,2017, V6N 2T1
DB-2016-03011,2017-06-08,15000,Demolition / Deconstruction,TX CONTRACTING LTD,Dwelling Uses,2017, V6L 1N9
DB-2017-00960,2017-06-08,1082750,New Building,TMJ Design + Build Ltd,Dwelling Uses,2017, V6N 3A1
BP-2016-04074,2017-06-09,15000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017, V5W 2N9
BP-2017-02118,2017-06-09,16950,Addition / Alteration,Sasco Contractors,Office Uses,2017, V6A 2T4
DB-2016-04022,2017-06-09,159750,New Building,G W Blanes Construction Ltd,Dwelling Uses,2017, V5K 1X6
DB-2017-02648,2017-06-09,35000,Addition / Alteration,Arden Development Ltd,Dwelling Uses,2017, V5T 2J9
BP-2017-02575,2017-06-12,87000,Addition / Alteration,Kenorah Design/ Build Ltd.,Dwelling Uses,2017, V6J 3W8
BP-2017-02340,2017-06-13,160000,Addition / Alteration,Priority Projects,Office Uses,2017, V6C 3E8
DB-2016-03076,2017-06-13,15000,Demolition / Deconstruction,Ronse Massey Developments Inc,Dwelling Uses,2017, V5K 2G4
BP-2016-02312,2017-06-14,25000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017, V5R 3L8
BP-2017-01749,2017-06-14,8000,Addition / Alteration,gibraltar holdings,Office Uses,2017, V5M 0B2
BP-2017-02427,2017-06-14,11000,Addition / Alteration,THT Properties Ltd,"Office Uses,Service Uses",2017, V5P 3V7
DB-2016-00558,2017-06-14,465750,New Building,PTL Contracting Ltd,Dwelling Uses,2017, V5K 1B8
DB-2016-01559,2017-06-14,171250,New Building,88 Homes Ltd,Dwelling Uses,2017, V5K 1B8
DB-2016-03027,2017-06-14,15000,Demolition / Deconstruction,Fairway Recycle Group Inc,Dwelling Uses,2017, V5M 1W5
DB-2016-03785,2017-06-14,15000,Demolition / Deconstruction,T D M Excavating & Contracting Ltd,Dwelling Uses,2017, V6L 2B1
DB-2016-04422,2017-06-14,839250,New Building,Kulwant Singh Sandi,Dwelling Uses,2017, V5X 2N7
DB-2017-01720,2017-06-14,2500,Addition / Alteration,ISAP Construction Ltd,Dwelling Uses,2017, V6K 2X5
DB-2017-01794,2017-06-14,75000,Addition / Alteration,Lasnier Wallace Construction Inc,Dwelling Uses,2017, V5L 2W6
BP-2017-02813,2017-06-15,4900,Addition / Alteration,Yongfeng Enterprises Inc,Dwelling Uses,2017, V5S 2W1
DB-2017-00421,2017-06-15,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2017, V6N 2L6
BP-2017-02655,2017-06-16,70000,Addition / Alteration,Eyco Building Group Ltd,Dwelling Uses,2017, V6M 2B7
BP-2017-02801,2017-06-16,75000,Addition / Alteration,Eyco Building Group Ltd,Dwelling Uses,2017, V6H 4G5
BP-2017-02835,2017-06-16,90000,Addition / Alteration,Headland Construction Corporation,Dwelling Uses,2017, V6K 3J1
BP-2017-02953,2017-06-16,50000,Addition / Alteration,Colin Boyd,Dwelling Uses,2017, V6J 5M2
DB-2016-02972,2017-06-16,798842,New Building,Avaya Homes Ltd,Dwelling Uses,2017, V5P 1E1
BP-2017-02787,2017-06-19,95000,Addition / Alteration,Melo Construction Ltd,Dwelling Uses,2017, V6R 4J1
BP-2017-02943,2017-06-19,35000,Addition / Alteration,A-1 Drainage Plumbing & Heating Limited,Office Uses,2017, V6A 1B5
BU468086,2017-06-19,15000,Demolition / Deconstruction,All Right Trucking 99 Ltd,Dwelling Uses,2017, V6K 2K9
BP-2017-03091,2017-06-20,10000,Addition / Alteration,Pagliaro Projects Ltd,Office Uses,2017, V7X 1M3
DB-2016-02484,2017-06-20,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2017, V5V 3H2
DB-2016-02913,2017-06-20,641697.5,New Building,Picket Fence Homes Ltd,Dwelling Uses,2017, V6L 2Z6
DB-2016-04250,2017-06-20,575000,New Building,Mistral Homes Inc,Dwelling Uses,2017, V5W 3J8
BP-2016-02806,2017-06-21,20000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2017, V6N 3B5
BP-2016-03192,2017-06-21,15000,Demolition / Deconstruction,Octiscapes Landscaping Ltd,Dwelling Uses,2017, V6P 5M3
BP-2017-02917,2017-06-21,39400,Addition / Alteration,Belfor (Canada) Inc,Office Uses,2017, V5S 4C6
BP-2017-03110,2017-06-21,650000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2017, V7Y 1K8
DB-2016-00199,2017-06-21,850000,New Building,Bright Coast Homes Ltd,Dwelling Uses,2017, V5R 3G9
DB-2016-03311,2017-06-21,702750,New Building,0820163 BC Ltd,Dwelling Uses,2017, V5W 1Z7
DB453044,2017-06-21,15000,Demolition / Deconstruction,J & R Excavation & Demolition Ltd.,Dwelling Uses,2017, V5Z 3W3
BP-2016-01612,2017-06-22,15000,Demolition / Deconstruction,TP Homes Ltd,Dwelling Uses,2017, V6S 1G1
BP-2016-04564,2017-06-22,15000,Demolition / Deconstruction,Wecan Excavating & Demolition Ltd,Dwelling Uses,2017, V5P 1H9
BP-2017-02386,2017-06-22,55000,Addition / Alteration,0964144 BC Ltd,Dwelling Uses,2017, V6Z 2Z6
BP-2017-02592,2017-06-22,80000,Addition / Alteration,Cyril Martin,Dwelling Uses,2017, V5V 3X4
DB-2016-01688,2017-06-22,15000,Demolition / Deconstruction,BESTWAY EXCAVATING & DEMOLITION 2008 LTD,Dwelling Uses,2017, V6M 2L5
DB-2017-01478,2017-06-22,874500,New Building,Eyco Building Group Ltd,Dwelling Uses,2017, V5V 2W3
DB-2017-01479,2017-06-22,15000,Demolition / Deconstruction,Octiscapes Landscaping Ltd,Dwelling Uses,2017, V5V 2W3
DB-2017-03017,2017-06-22,18000,Addition / Alteration,Ashton Service Group,Dwelling Uses,2017, V6Z 3E5
BP-2016-02470,2017-06-23,754750,New Building,Luxmi Enterprises Ltd,Dwelling Uses,2017, V5N 1C7
BP-2017-02885,2017-06-23,32000,Addition / Alteration,Aura Office Environments Inc,Office Uses,2017, V7Y 1K8
DB-2016-00978,2017-06-23,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2017, V6L 1A7
DB-2016-03638,2017-06-23,15000,Demolition / Deconstruction,East West Excavating Ltd,Dwelling Uses,2017, V5N 2G6
BP-2017-03205,2017-06-26,300000,Addition / Alteration,Richmond Elevator Maintenance Ltd,"Cultural/Recreational Uses,Office Uses",2017, V6A 3Z7
DB-2016-01414,2017-06-26,226700,New Building,Pacific Gate Development Group Ltd,Dwelling Uses,2017, V5S 2A9
BP-2017-02708,2017-06-27,35000,Addition / Alteration,Bawn Plumbing Ltd,Dwelling Uses,2017, V6P 4J2
BP-2017-03019,2017-06-27,20000,Addition / Alteration,Stonegate Construction,Retail Uses,2017, V6K 2H1
DB-2016-03048,2017-06-27,1500000,New Building,North Star Wholesale Lumber Ltd,Dwelling Uses,2017, V6H 2H8
DB-2016-03049,2017-06-27,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2017, V6H 2H8
DB-2016-03326,2017-06-27,15000,Demolition / Deconstruction,Hands On Demolition & Excavating Ltd,Dwelling Uses,2017, V5R 1S9
DB-2017-00884,2017-06-27,992000,New Building,0907111 BC Ltd,Dwelling Uses,2017, V5P 2X1
DB-2017-00886,2017-06-27,15000,Demolition / Deconstruction,Blue Mountain Construction & Contracting Ltd,Dwelling Uses,2017, V5P 2X1
BP-2016-02332,2017-06-28,15000,Demolition / Deconstruction,J & R Excavation & Demolition Ltd.,Dwelling Uses,2017, V6J 4J1
BP-2017-02177,2017-06-28,85000,Addition / Alteration,Rodrozen Designs Inc,Dwelling Uses,2017, V6G 3E3
BP-2017-02985,2017-06-28,15000,Addition / Alteration,Patrick Savard,Dwelling Uses,2017, V6J 3R3
DB-2016-04311,2017-06-28,400000,Addition / Alteration,Merola Construction Inc,Dwelling Uses,2017, V5W 2V7
DB-2017-00612,2017-06-28,161500,New Building,TSL Laneway Homes Ltd,Dwelling Uses,2017, V5W 1G8
DB-2017-00944,2017-06-28,184175,New Building,Empire West Construction Ltd,Dwelling Uses,2017, V5N 1M8
BP-2016-02064,2017-06-29,30000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017, V1V 1V1
BP-2017-02877,2017-06-29,35000,Addition / Alteration,Fifth Element Construction & Renovations Ltd,Dwelling Uses,2017, V5V 3S5
BP-2017-02745,2017-06-30,10000,Demolition / Deconstruction,Kingsmen Excavating Ltd,Dwelling Uses,2017, V6S 1Z3
DB-2017-00008,2017-06-30,809547.5,New Building,Silvercrest Custom Homes and Renovations Inc,Dwelling Uses,2017, V5W 1X1
DB-2017-00012,2017-06-30,183505,New Building,Silvercrest Custom Homes and Renovations Inc,Dwelling Uses,2017, V5W 1X1
BP-2017-02916,2017-07-04,70000,Addition / Alteration,M-Core Construction Ltd,Manufacturing Uses,2017, V6P 3Y5
BP-2017-03106,2017-07-04,40000,Addition / Alteration,Belfor (Canada) Inc,Dwelling Uses,2017, V6G 2Z1
DB-2016-02025,2017-07-04,15000,Demolition / Deconstruction,Assertive Excavating & Demolition Ltd,Dwelling Uses,2017, V5W 3J2
DB-2016-02028,2017-07-04,170500,New Building,CMGT Construction Group Ltd,Dwelling Uses,2017, V5W 3J2
DB-2016-02610,2017-07-04,15000,Demolition / Deconstruction,JVT Excavating & Demolition Ltd,Dwelling Uses,2017, V6P 3T7
DB-2016-04072,2017-07-04,675275,New Building,Fixright Construction Ltd,Dwelling Uses,2017, V5W 2N9
DB-2016-04523,2017-07-04,623250,New Building,Indra Construction Ltd,Dwelling Uses,2017, V5R 1R8
DB-2016-02245,2017-07-05,658957.5,New Building,Fortuna Development Inc,Dwelling Uses,2017, V6R 2C7
DB-2016-02246,2017-07-05,15000,Demolition / Deconstruction,Khela Excavating Ltd.,Dwelling Uses,2017, V6R 2C7
DB-2016-02973,2017-07-05,15000,Demolition / Deconstruction,Kerr Construction Inc,Dwelling Uses,2017, V5V 1W9
BP-2016-02056,2017-07-06,15000,Demolition / Deconstruction,Khela Excavating Ltd.,Dwelling Uses,2017, V1V 1V1
BP-2017-02580,2017-07-06,6000000,New Building,Wales McLelland Construction Company (1988) Ltd,"Manufacturing Uses,Office Uses,Parking Uses",2017, A0A 0A0
BP-2017-02869,2017-07-06,1150000,Addition / Alteration,Reotech Construction Ltd,Office Uses,2017, V6E 4G1
BP-2017-02875,2017-07-06,1150000,Addition / Alteration,Reotech Construction Ltd,Office Uses,2017, V6E 4G1
BP-2017-02005,2017-07-07,86372,Demolition / Deconstruction,Clearview Demolition Ltd,Dwelling Uses,2017, V5N 2Z5
BP-2017-03240,2017-07-07,75000,Addition / Alteration,Kaizen Renovations Corp,Dwelling Uses,2017, V6J 3G2
DB-2017-00388,2017-07-07,30000,Addition / Alteration,JC Bezalel Construction,Service Uses,2017, V6B 3N9
DB-2017-00829,2017-07-07,15000,Demolition / Deconstruction,All Right Trucking 99 Ltd,Dwelling Uses,2017, V5P 1G7
DB-2017-01352,2017-07-07,150428,New Building,Gill's Construction Ltd,Dwelling Uses,2017, V5X 1E3
BP-2016-02359,2017-07-10,15000,Demolition / Deconstruction,Canadian Excavating Ltd,Dwelling Uses,2017, V6K 1Y6
BP-2016-03323,2017-07-10,15000,Demolition / Deconstruction,JVT Excavating & Demolition Ltd,Dwelling Uses,2017, V6M 3K7
BP-2017-00437,2017-07-10,15000,Addition / Alteration,Belfor (Canada) Inc,Retail Uses,2017, V5Z 1E6
BP-2017-01579,2017-07-10,20000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017, V6K 2V3
BP-2017-03230,2017-07-10,200000,Temporary Building / Structure,ITC Special Projects Ltd,Office Uses,2017, V1V 1V1
DB-2016-03036,2017-07-10,15000,Demolition / Deconstruction,Clover Contracting,Dwelling Uses,2017, V5S 3L1
DB-2016-03350,2017-07-10,703400,New Building,Apple Barn Investments Ltd,Dwelling Uses,2017, V5Y 2G2
DB-2016-04232,2017-07-10,175000,New Building,Apple Barn Investments Ltd,Dwelling Uses,2017, V5Y 2G2
DB-2016-04389,2017-07-10,15000,Demolition / Deconstruction,JVT Excavating & Demolition Ltd,Dwelling Uses,2017, V5R 1B3
DB-2017-00854,2017-07-10,705250,New Building,Gurmail Development Ltd,Dwelling Uses,2017, V5W 1Z1
DB-2017-00855,2017-07-10,15000,Demolition / Deconstruction,G & K Excavation and Demolition Services Ltd,Dwelling Uses,2017, V5W 1Z1
DB-2017-00867,2017-07-10,90000,Addition / Alteration,My House Design/Build Team Ltd,Dwelling Uses,2017, V6Z 2L9
BP-2017-03191,2017-07-11,275000,Addition / Alteration,Jenwest Construction 1983 Ltd,Institutional Uses,2017, V6R 4P9
BP-2017-03428,2017-07-11,5000,Addition / Alteration,Carlo Gallo,Office Uses,2017, V6C 3A6
DB-2017-00160,2017-07-11,789500,New Building,New Look Developments Ltd,Dwelling Uses,2017, V5M 3Y9
DB-2017-00161,2017-07-11,15000,Demolition / Deconstruction,ON TIME EXCAVATING & DEMOLITION,Dwelling Uses,2017, V5M 3Y9
DB-2017-00163,2017-07-11,180000,New Building,New Look Developments Ltd,Dwelling Uses,2017, V5M 3Y9
BP-2017-01491,2017-07-12,350000,New Building,Econ Group Construction & Development Ltd,Dwelling Uses,2017, V5L 4W8
BP-2017-03601,2017-07-12,26000,Addition / Alteration,Fusion Project Management Ltd,Office Uses,2017, V6B 1C1
DB-2016-02121,2017-07-12,15000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017, V5S 2Z3
DB-2016-03465,2017-07-12,207000,New Building,Pangli Construction Ltd,Dwelling Uses,2017, V1V 1V1
DB-2016-04606,2017-07-12,223400,New Building,Rishi Holdings Ltd,Dwelling Uses,2017, V5M 3E8
DB-2017-03080,2017-07-12,50000,Addition / Alteration,Strokes Fine Painting Ltd,Dwelling Uses,2017, V6P 4J5
DB-2017-03081,2017-07-12,50000,Addition / Alteration,Strokes Fine Painting Ltd,Dwelling Uses,2017, V6P 3B4
BP-2017-02477,2017-07-13,100000,Addition / Alteration,JPC Services Inc,Dwelling Uses,2017, V6M 4H2
BP-2017-03226,2017-07-13,100000,Addition / Alteration,Syncor Solutions Limited,Office Uses,2017, V6C 3E8
BP-2017-03256,2017-07-13,30000,Addition / Alteration,PROVETTO SOLUTIONS INC,Office Uses,2017, V6C 1J9
BP-2017-03262,2017-07-13,3000,Addition / Alteration,M Cheng & Associates Inc,Dwelling Uses,2017, V5S 1B7
BP-2017-03308,2017-07-13,125000,Addition / Alteration,Libero Canada Corporation,Dwelling Uses,2017, V6H 1B8
BP-2017-03466,2017-07-13,5515,Addition / Alteration,Bartec Fire Safety Systems,Dwelling Uses,2017, V6K 3M1
DB-2016-02533,2017-07-13,15000,Demolition / Deconstruction,Hans Demolition and Excavating Ltd.,Dwelling Uses,2017, V5X 1K1
DB-2017-01206,2017-07-13,158375,New Building,JP Premium Homes Ltd,Dwelling Uses,2017, V5P 4C5
BP-2016-00627,2017-07-14,1131250,New Building,Canstone Development Ltd,Dwelling Uses,2017, V6S 1Y4
BP-2017-03003,2017-07-14,160000,Addition / Alteration,CDC Construction Ltd,Office Uses,2017, V7Y 1K8
BP-2017-03458,2017-07-14,50000,Addition / Alteration,Pacifica Painting & Restoration Ltd,Dwelling Uses,2017, V6H 1C9
BU468579,2017-07-14,15000,Demolition / Deconstruction,J & R Excavation & Demolition Ltd.,Dwelling Uses,2017, V6N 3H4
DB-2016-00949,2017-07-14,15000,Demolition / Deconstruction,Grand Van Homes Inc,Dwelling Uses,2017, V6P 2E9
